ID_Cliente,Primeiro Nome,Sobrenome,Data Nascimento,Estado Civil,Genero,Educacao,ID_Cidade
8884,Isaac,Turner,9-22-1951,Solteiro(a),Masculino,Ensino Médio,15
8885,Marcus,Butler,8-2-1951,Casado(a),Masculino,Ensino Médio,14
8886,Olivia,Walker,12-18-1951,Casado(a),Feminino,Pós-graduação,4
8887,Carson,Washington,1-3-1951,Solteiro(a),Masculino,Pós-graduação,7
8888,Catherine,Sanders,6-21-1952,Solteiro(a),Feminino,Ensino Fundamental,2
8889,Lee,Alvarez,8-22-1952,Solteiro(a),Masculino,Ensino Fundamental,3
8890,Jennifer,Morgan,11-16-1952,Casado(a),Feminino,Ensino Médio,24
8891,Richard,Campbell,5-23-1952,Casado(a),Masculino,Ensino Médio,29
8892,Evan,Baker,2-22-1952,Solteiro(a),Masculino,Ensino Médio,12
8893,Elijah,Sharma,7-13-1952,Solteiro(a),Masculino,Ensino Médio,24
8894,Ricky,Jimenez,2-23-1952,Casado(a),Masculino,Ensino Médio,31
8895,Kaitlyn,Thomas,2-16-1952,Casado(a),Feminino,Ensino Médio,20
8896,Gabriella,Nelson,4-7-1953,Solteiro(a),Feminino,Pós-graduação,7
8897,Desiree,Serrano,5-10-1958,Solteiro(a),Feminino,Mestrado,20
8898,Marcus,Richardson,3-19-1957,Casado(a),Masculino,Pós-graduação,23
8899,Zoe,Richardson,2-8-1957,Casado(a),Feminino,Ensino Médio,25
8900,Ronald,Sara,10-23-1957,Casado(a),Masculino,Pós-graduação,27
8901,Johnny,Pal,9-12-1956,Casado(a),Masculino,Pós-graduação,31
8902,Marcus,Nelson,12-4-1956,Solteiro(a),Masculino,Ensino Médio,10
8903,Jasmine,Gray,3-14-1956,Casado(a),Feminino,Ensino Médio,10
8904,Chelsea,Fernandez,10-21-1956,Solteiro(a),Feminino,Pós-graduação,11
8905,Armando,Muñoz,5-3-1956,Casado(a),Masculino,Ensino Médio,14
8906,Bruce,Diaz,10-5-1955,Casado(a),Masculino,Ensino Médio,21
8907,Pamela,Prasad,7-8-1955,Solteiro(a),Feminino,Ensino Médio,8
8908,Geoffrey,Chandra,3-9-1955,Casado(a),Masculino,Pós-graduação,20
8909,Orlando,Rubio,6-4-1955,Casado(a),Masculino,Pós-graduação,31
8910,Valerie,Chen,7-19-1955,Solteiro(a),Feminino,Pós-graduação,25
8911,Tara,Xie,6-1-1955,Casado(a),Feminino,Ensino Médio,21
8912,Jennifer,Perez,6-5-1944,Casado(a),Feminino,Ensino Médio,12
8913,Willie,Ma,4-27-1944,Casado(a),Masculino,Mestrado,13
8914,Claudia,McDonald,9-20-1944,Casado(a),Feminino,Ensino Superior,27
8915,Katie,Xie,12-6-1944,Casado(a),Feminino,Ensino Superior,15
8916,Jenny,Chander,2-8-1944,Casado(a),Feminino,Mestrado,25
8917,Joy,Alonso,4-19-1944,Casado(a),Feminino,Mestrado,15
8918,Rebekah,Johnsen,7-21-1945,Casado(a),Feminino,Ensino Superior,26
8919,Meredith,Sanchez,4-9-1946,Solteiro(a),Feminino,Pós-graduação,30
8920,Cara,Cai,2-5-1946,Solteiro(a),Feminino,Mestrado,30
8921,Nancy,Gonzalez,10-25-1954,Solteiro(a),Feminino,Ensino Médio,11
8922,Joe,Prasad,11-3-1954,Casado(a),Masculino,Ensino Médio,15
8923,Douglas,Perez,4-20-1954,Casado(a),Masculino,Ensino Fundamental,8
8924,Madison,Jenkins,11-14-1954,Casado(a),Feminino,Pós-graduação,14
8925,Alexandria,Diaz,5-6-1954,Casado(a),Feminino,Pós-graduação,7
8926,Ruben,Fernandez,7-26-1954,Casado(a),Masculino,Ensino Médio,28
8927,Jaime,Sanz,6-4-1954,Casado(a),Feminino,Ensino Médio,14
8928,Dale,Chander,9-16-1953,Casado(a),Masculino,Mestrado,14
8929,Tony,Tang,8-6-1953,Casado(a),Masculino,Pós-graduação,6
8930,Darryl,Xu,11-22-1953,Casado(a),Masculino,Mestrado,13
8931,Javier,Sanz,7-25-1952,Solteiro(a),Masculino,Pós-graduação,16
8932,Nichole,Deng,2-16-1952,Casado(a),Feminino,Pós-graduação,24
8933,Neil,Blanco,6-27-1951,Casado(a),Masculino,Ensino Médio,17
8934,Clinton,Navarro,12-22-1951,Casado(a),Masculino,Pós-graduação,1
8935,Corey,Luo,9-12-1950,Casado(a),Masculino,Pós-graduação,30
8936,Jimmy,Gomez,12-20-1950,Solteiro(a),Masculino,Pós-graduação,27
8937,Chelsea,Patel,7-27-1950,Casado(a),Feminino,Mestrado,18
8938,Alvin,Wang,8-5-1950,Casado(a),Masculino,Pós-graduação,27
8939,Rosa,Ye,2-15-1949,Casado(a),Feminino,Pós-graduação,13
8940,Cedric,Liang,3-11-1949,Solteiro(a),Masculino,Ensino Médio,30
8941,Armando,Navarro,8-8-1949,Solteiro(a),Masculino,Pós-graduação,14
8942,Walter,Carlson,2-27-1948,Casado(a),Masculino,Ensino Médio,20
8943,Jonathon,Suarez,8-10-1948,Casado(a),Masculino,Ensino Fundamental,27
8944,Phillip,Garcia,6-22-1947,Casado(a),Masculino,Ensino Fundamental,12
8945,Tamara,Raje,6-9-1947,Solteiro(a),Feminino,Ensino Médio,15
8946,Darryl,Liu,5-26-1975,Solteiro(a),Masculino,Mestrado,29
8947,Lacey,Hu,10-22-1975,Solteiro(a),Feminino,Mestrado,10
8948,Niñia,Anand,12-26-1976,Casado(a),Feminino,Mestrado,17
8949,Ronnie,Lu,1-11-1976,Casado(a),Masculino,Mestrado,16
8950,Roy,Moreno,7-26-1976,Solteiro(a),Masculino,Mestrado,4
8951,Adrienne,Martin,3-28-1975,Solteiro(a),Feminino,Mestrado,4
8952,Darrell,Lal,2-23-1974,Solteiro(a),Masculino,Mestrado,31
8953,Jose,Carlson,8-3-1974,Casado(a),Masculino,Mestrado,5
8954,Jake,Gao,5-12-1973,Solteiro(a),Masculino,Mestrado,2
8955,Susan,She,12-24-1973,Casado(a),Feminino,Mestrado,20
8956,Arthur,Mehta,3-19-1974,Solteiro(a),Masculino,Mestrado,21
8957,Erika,Romero,12-6-1973,Casado(a),Feminino,Mestrado,20
8958,Tabitha,Moreno,3-11-1973,Solteiro(a),Feminino,Ensino Médio,7
8959,Phil,Spencer,2-2-1973,Casado(a),Masculino,Ensino Médio,29
8960,Kristin,She,2-5-1972,Casado(a),Feminino,Mestrado,14
8961,Dominic,Prasad,10-8-1973,Casado(a),Masculino,Pós-graduação,27
8962,Geoffrey,Fernandez,11-20-1973,Casado(a),Masculino,Ensino Fundamental,22
8963,Gloria,Alonso,6-11-1973,Solteiro(a),Feminino,Ensino Fundamental,6
8964,Jay,Lopez,11-13-1973,Casado(a),Masculino,Ensino Médio,21
8965,Abby,Sanchez,7-23-1972,Casado(a),Feminino,Mestrado,14
8966,Katherine,Stewart,10-26-1958,Solteiro(a),Feminino,Mestrado,26
8967,Pedro,Madan,5-25-1958,Casado(a),Masculino,Ensino Superior,19
8968,Hailey,Stewart,6-11-1958,Solteiro(a),Feminino,Ensino Superior,12
8969,Mitchell,Shen,7-15-1969,Solteiro(a),Masculino,Ensino Superior,8
8970,Joe,Schmidt,7-18-1969,Casado(a),Masculino,Ensino Superior,24
8971,Jessie,Moreno,10-25-1969,Casado(a),Feminino,Ensino Superior,24
8972,Barry,Sai,2-22-1968,Casado(a),Masculino,Mestrado,19
8973,Eddie,Ortega,3-22-1970,Casado(a),Masculino,Mestrado,19
8974,Tommy,Goel,11-25-1968,Solteiro(a),Masculino,Mestrado,23
8975,Latoya,Tang,4-17-1968,Casado(a),Feminino,Mestrado,3
8976,Gregory,Raje,10-4-1968,Casado(a),Masculino,Mestrado,10
8977,Mallory,Moreno,12-7-1969,Solteiro(a),Feminino,Ensino Superior,17
8978,Valerie,Lu,12-25-1969,Solteiro(a),Feminino,Ensino Superior,6
8979,Faith,Gray,2-9-1967,Solteiro(a),Feminino,Mestrado,28
8980,Carly,Shen,2-8-1967,Casado(a),Feminino,Mestrado,12
8981,Raquel,Romero,5-21-1967,Casado(a),Feminino,Mestrado,10
8982,Maurice,She,4-11-1966,Solteiro(a),Masculino,Ensino Superior,19
8983,Calvin,Jai,3-20-1966,Solteiro(a),Masculino,Ensino Superior,23
8984,Stanley,Rana,9-12-1966,Casado(a),Masculino,Mestrado,17
8985,Calvin,Andersen,2-25-1965,Casado(a),Masculino,Mestrado,25
8986,Kelsey,Shen,2-18-1968,Solteiro(a),Feminino,Mestrado,31
8987,Heidi,Martinez,7-9-1968,Solteiro(a),Feminino,Mestrado,15
8988,Mason,Lopez,1-26-1964,Casado(a),Masculino,Mestrado,4
8989,Marie,Sanchez,2-1-1964,Solteiro(a),Feminino,Mestrado,18
8990,Karla,Shen,5-17-1964,Casado(a),Feminino,Mestrado,11
8991,Keith,Yuan,2-8-1963,Solteiro(a),Masculino,Mestrado,23
8992,Jon,Guo,2-3-1963,Solteiro(a),Masculino,Mestrado,11
8993,Natalie,Nelson,4-11-1963,Solteiro(a),Feminino,Mestrado,17
8994,Isabella,Davis,10-28-1967,Solteiro(a),Feminino,Mestrado,1
8995,Brett,Raman,11-22-1967,Casado(a),Masculino,Mestrado,12
8996,Logan,Johnson,3-2-1928,Casado(a),Masculino,Ensino Superior,24
8997,Maurice,Jai,5-11-1962,Solteiro(a),Masculino,Pós-graduação,30
8998,Kelli,Chande,9-14-1962,Solteiro(a),Feminino,Mestrado,22
8999,Tonya,Kumar,11-16-1962,Casado(a),Feminino,Mestrado,4
9000,Tamara,Shen,5-23-1961,Solteiro(a),Feminino,Pós-graduação,13
9001,Jill,Diaz,8-1-1961,Solteiro(a),Feminino,Pós-graduação,30
9002,Jose,Baker,6-14-1961,Solteiro(a),Masculino,Mestrado,13
9003,Hector,Blanco,8-1-1961,Casado(a),Masculino,Pós-graduação,23
9004,Rebekah,Arthur,6-12-1961,Solteiro(a),Feminino,Pós-graduação,24
9005,Briana,Ashe,11-17-1966,Solteiro(a),Feminino,Ensino Superior,31
9006,Destiny,Bailey,12-15-1966,Solteiro(a),Feminino,Mestrado,16
9007,Brittney,She,6-26-1960,Casado(a),Feminino,Pós-graduação,20
9008,Timothy,Parker,10-7-1960,Solteiro(a),Masculino,Pós-graduação,11
9009,Jodi,Lal,4-12-1959,Casado(a),Feminino,Mestrado,7
9010,Linda,Sanz,11-18-1959,Casado(a),Feminino,Mestrado,8
9011,Bryant,Kapoor,5-18-1959,Solteiro(a),Masculino,Mestrado,18
9012,Danielle,Torres,10-10-1933,Solteiro(a),Feminino,Mestrado,6
9013,Lucas,Turner,7-4-1964,Solteiro(a),Masculino,Mestrado,1
9014,Gavin,Butler,3-20-1934,Solteiro(a),Masculino,Ensino Superior,21
9015,Nicole,Cox,11-12-1963,Solteiro(a),Feminino,Mestrado,9
9016,Chelsea,Mehta,7-5-1963,Solteiro(a),Feminino,Mestrado,31
9017,Luke,Baker,5-9-1963,Casado(a),Masculino,Mestrado,16
9018,Barbara,Liang,11-15-1963,Solteiro(a),Feminino,Mestrado,13
9019,Justin,Thompson,3-4-1963,Solteiro(a),Masculino,Mestrado,11
9020,Leslie,Suarez,6-24-1962,Casado(a),Feminino,Mestrado,31
9021,Randy,Guo,8-24-1962,Casado(a),Masculino,Pós-graduação,21
9022,Nicole,Davis,4-12-1962,Casado(a),Feminino,Pós-graduação,25
9023,Brandy,Fernandez,2-1-1961,Solteiro(a),Feminino,Pós-graduação,22
9024,Julie,Yuan,3-5-1961,Solteiro(a),Feminino,Pós-graduação,13
9025,Douglas,Malhotra,8-10-1961,Casado(a),Masculino,Pós-graduação,29
9026,Nina,She,7-7-1961,Casado(a),Feminino,Pós-graduação,17
9027,Casey,Martin,7-6-1957,Casado(a),Masculino,Pós-graduação,21
9028,Willie,Ye,12-22-1957,Casado(a),Masculino,Pós-graduação,30
9029,Eric,Hayes,5-1-1935,Solteiro(a),Masculino,Pós-graduação,5
9030,Carrie,Gomez,7-2-1936,Solteiro(a),Feminino,Pós-graduação,3
9031,Jodi,Chapman,12-2-1956,Solteiro(a),Feminino,Pós-graduação,28
9032,Rachel,Smith,11-23-1976,Casado(a),Feminino,Ensino Médio,21
9033,Logan,Perez,4-16-1975,Solteiro(a),Masculino,Ensino Médio,27
9034,Taylor,Martin,9-27-1975,Solteiro(a),Feminino,Ensino Médio,14
9035,Mary,Phillips,10-6-1976,Solteiro(a),Feminino,Ensino Médio,16
9036,Morgan,Howard,11-6-1980,Solteiro(a),Feminino,Ensino Médio,26
9037,Bailey,James,2-24-1980,Solteiro(a),Feminino,Ensino Médio,25
9038,Alan,Lin,9-24-1946,Solteiro(a),Masculino,Ensino Médio,26
9039,Erika,Vazquez,5-17-1937,Casado(a),Feminino,Pós-graduação,22
9040,Courtney,Turner,9-12-1978,Solteiro(a),Feminino,Ensino Fundamental,18
9041,Eric,Foster,4-9-1978,Solteiro(a),Masculino,Ensino Médio,6
9042,Ian,Patterson,4-21-1978,Casado(a),Masculino,Ensino Médio,5
9043,Devon,Jai,10-26-1938,Casado(a),Masculino,Mestrado,27
9044,Theodore,Hernandez,7-22-1977,Solteiro(a),Masculino,Ensino Fundamental,17
9045,Oscar,Washington,2-23-1977,Casado(a),Masculino,Ensino Médio,7
9046,Amanda,Flores,5-26-1977,Solteiro(a),Feminino,Ensino Médio,24
9047,Madison,Miller,10-4-1976,Casado(a),Feminino,Ensino Médio,1
9048,Maria,Bennett,6-15-1979,Solteiro(a),Feminino,Ensino Fundamental,15
9049,Cameron,Robinson,10-11-1979,Casado(a),Masculino,Ensino Médio,12
9050,Hailey,Phillips,9-6-1979,Casado(a),Feminino,Ensino Médio,7
9051,Carly,Jai,7-27-1940,Solteiro(a),Feminino,Pós-graduação,5
9052,Jerome,Dominguez,10-19-1940,Casado(a),Masculino,Mestrado,26
9053,Patricia,Madan,3-20-1940,Casado(a),Feminino,Mestrado,21
9054,Megan,Butler,7-8-1976,Casado(a),Feminino,Pós-graduação,26
9055,Alyssa,Stewart,12-3-1976,Solteiro(a),Feminino,Pós-graduação,12
9056,Morgan,Jenkins,7-25-1974,Solteiro(a),Feminino,Pós-graduação,30
9057,Austin,Yang,11-21-1973,Solteiro(a),Masculino,Pós-graduação,25
9058,Xavier,Sanchez,2-20-1972,Solteiro(a),Masculino,Pós-graduação,8
9059,Chloe,Allen,5-27-1972,Casado(a),Feminino,Mestrado,26
9060,Isabella,Bryant,6-1-1972,Solteiro(a),Feminino,Mestrado,11
9061,Jordan,Henderson,12-3-1972,Casado(a),Masculino,Mestrado,18
9062,Lucas,Williams,9-22-1968,Casado(a),Masculino,Mestrado,25
9063,Lauren,Washington,11-26-1968,Casado(a),Feminino,Mestrado,8
9064,Jackson,Hill,10-6-1968,Casado(a),Masculino,Mestrado,27
9065,Victoria,Henderson,6-12-1967,Casado(a),Feminino,Ensino Superior,7
9066,Julio,Munoz,1-24-1967,Solteiro(a),Masculino,Mestrado,27
9067,Arthur,Hernandez,3-3-1968,Solteiro(a),Masculino,Pós-graduação,26
9068,Ashley,Robinson,5-27-1968,Solteiro(a),Feminino,Mestrado,13
9069,Raymond,Fernandez,8-9-1968,Casado(a),Masculino,Ensino Superior,2
9070,Luke,Sharma,11-21-1979,Casado(a),Masculino,Ensino Médio,13
9071,Seth,Lee,3-26-1979,Casado(a),Masculino,Pós-graduação,26
9072,Isaac,Sanchez,11-4-1979,Solteiro(a),Masculino,Pós-graduação,9
9073,Sheena,She,12-7-1944,Casado(a),Feminino,Ensino Médio,3
9074,Dalton,Thomas,3-16-1978,Casado(a),Masculino,Ensino Médio,6
9075,Seth,Cook,3-16-1978,Solteiro(a),Masculino,Ensino Fundamental,10
9076,Isaiah,Rivera,4-1-1978,Casado(a),Masculino,Pós-graduação,19
9077,Mathew,Carlson,9-24-1946,Casado(a),Masculino,Ensino Médio,6
9078,Louis,Yang,4-11-1946,Casado(a),Masculino,Ensino Médio,2
9079,Cassandra,Mehta,6-2-1946,Casado(a),Feminino,Ensino Médio,24
9080,Juan,Rivera,2-8-1971,Casado(a),Masculino,Ensino Superior,25
9081,Victoria,Powell,2-2-1971,Casado(a),Feminino,Ensino Superior,4
9082,Alison,Rai,3-5-1971,Casado(a),Feminino,Ensino Superior,21
9083,Richard,White,3-3-1971,Casado(a),Masculino,Ensino Superior,8
9084,Emma,Garcia,4-14-1971,Casado(a),Feminino,Ensino Superior,9
9085,Hannah,Jones,4-22-1963,Casado(a),Feminino,Pós-graduação,2
9086,Stefanie,Mehta,7-18-1963,Casado(a),Feminino,Pós-graduação,24
9087,Jocelyn,Bradley,8-22-1962,Solteiro(a),Feminino,Pós-graduação,18
9088,Naomi,Vazquez,11-12-1962,Casado(a),Feminino,Pós-graduação,10
9089,Emma,Davis,2-14-1962,Casado(a),Feminino,Pós-graduação,9
9090,Richard,Richardson,4-2-1962,Casado(a),Masculino,Pós-graduação,12
9091,Jessica,Rogers,8-12-1962,Solteiro(a),Feminino,Pós-graduação,22
9092,Fernando,Griffin,4-2-1962,Solteiro(a),Masculino,Mestrado,15
9093,Anna,Taylor,2-12-1962,Casado(a),Feminino,Mestrado,6
9094,Ian,Ross,4-16-1961,Casado(a),Masculino,Pós-graduação,23
9095,Aidan,Jenkins,6-10-1961,Casado(a),Masculino,Ensino Médio,29
9096,Brooke,Morgan,11-2-1961,Solteiro(a),Feminino,Ensino Médio,22
9097,Jesse,Parker,3-12-1961,Casado(a),Masculino,Mestrado,3
9098,Alex,Turner,4-21-1961,Casado(a),Masculino,Mestrado,7
9099,Melanie,Cooper,8-11-1961,Solteiro(a),Feminino,Mestrado,2
9100,Maria,Howard,9-11-1961,Casado(a),Feminino,Mestrado,30
9101,Caleb,Green,3-3-1961,Solteiro(a),Masculino,Mestrado,18
9102,Lucas,Wood,6-21-1955,Solteiro(a),Masculino,Ensino Fundamental,21
9103,Sydney,Reed,11-27-1955,Solteiro(a),Feminino,Ensino Médio,25
9104,Wyatt,Scott,7-3-1955,Casado(a),Masculino,Ensino Médio,3
9105,Seth,Morgan,3-15-1955,Casado(a),Masculino,Ensino Médio,11
9106,Natalie,Garcia,10-27-1955,Solteiro(a),Feminino,Ensino Médio,13
9107,Riley,Blue,6-26-1955,Solteiro(a),Feminino,Ensino Médio,20
9108,Katherine,Moore,8-5-1955,Casado(a),Feminino,Ensino Médio,26
9109,Aidan,Patterson,8-4-1954,Casado(a),Masculino,Ensino Fundamental,22
9110,Gabriel,Patterson,1-16-1954,Casado(a),Masculino,Ensino Fundamental,22
9111,Pamela,Malhotra,8-7-1935,Casado(a),Feminino,Pós-graduação,28
9112,Valerie,Xu,10-2-1935,Casado(a),Feminino,Ensino Superior,9
9113,Isabella,Hughes,10-26-1936,Casado(a),Feminino,Pós-graduação,13
9114,Gina,Moreno,6-17-1936,Solteiro(a),Feminino,Ensino Superior,3
9115,Jack,Hall,8-12-1936,Casado(a),Masculino,Ensino Superior,4
9116,Jesse,Green,8-21-1936,Casado(a),Masculino,Ensino Superior,29
9117,Steven,Stewart,5-16-1936,Casado(a),Masculino,Ensino Superior,2
9118,Anna,Bailey,11-16-1960,Casado(a),Feminino,Ensino Médio,1
9119,David,Moore,9-13-1960,Casado(a),Masculino,Ensino Médio,4
9120,Seth,Diaz,8-8-1960,Casado(a),Masculino,Pós-graduação,30
9121,Alyssa,Perry,5-14-1960,Casado(a),Feminino,Ensino Médio,21
9122,Caitlin,Richardson,2-25-1954,Casado(a),Feminino,Ensino Fundamental,29
9123,Michelle,Rivera,9-15-1953,Solteiro(a),Feminino,Ensino Superior,4
9124,Spencer,Price,8-11-1953,Casado(a),Masculino,Ensino Superior,21
9125,Isabella,Long,6-6-1952,Casado(a),Feminino,Pós-graduação,15
9126,Jeremiah,Sanders,12-26-1952,Casado(a),Masculino,Pós-graduação,24
9127,Natalie,Reed,9-10-1937,Casado(a),Feminino,Ensino Superior,26
9128,Jennifer,Thompson,4-16-1937,Casado(a),Feminino,Ensino Superior,26
9129,Alexander,Rodriguez,5-17-1937,Solteiro(a),Masculino,Ensino Superior,16
9130,Derek,Nath,5-21-1937,Casado(a),Masculino,Ensino Superior,9
9131,Austin,Lal,2-14-1937,Casado(a),Masculino,Ensino Superior,8
9132,Kelli,Pal,2-4-1938,Casado(a),Feminino,Ensino Superior,10
9133,Ryan,Shan,8-12-1939,Casado(a),Masculino,Ensino Superior,26
9134,Anna,Gray,10-28-1940,Casado(a),Feminino,Ensino Superior,9
9135,Natalie,Hall,11-4-1940,Casado(a),Feminino,Ensino Superior,4
9136,Haley,Gonzales,6-8-1940,Casado(a),Feminino,Ensino Superior,8
9137,Toni,Srini,4-19-1940,Casado(a),Feminino,Mestrado,18
9138,Christian,Griffin,10-18-1940,Casado(a),Masculino,Mestrado,17
9139,Megan,Flores,6-15-1941,Solteiro(a),Feminino,Mestrado,10
9140,Rebekah,Sandberg,4-19-1941,Casado(a),Feminino,Ensino Superior,6
9141,Adrian,Brooks,3-9-1941,Casado(a),Masculino,Ensino Superior,8
9142,Marvin,Hernandez,10-20-1946,Casado(a),Masculino,Ensino Médio,22
9143,Julio,Hernandez,6-17-1947,Casado(a),Masculino,Ensino Fundamental,15
9144,Justine,Ryan,11-11-1947,Solteiro(a),Feminino,Pós-graduação,27
9145,Jocelyn,Barnes,3-9-1978,Solteiro(a),Feminino,Pós-graduação,19
9146,Brandon,Powell,4-3-1978,Casado(a),Masculino,Pós-graduação,10
9147,Jonathan,Williams,6-4-1978,Casado(a),Masculino,Pós-graduação,30
9148,Samuel,Smith,4-7-1977,Solteiro(a),Masculino,Ensino Fundamental,21
9149,Christian,Shan,10-28-1977,Solteiro(a),Masculino,Ensino Fundamental,12
9150,Ross,Subram,6-20-1948,Casado(a),Masculino,Ensino Médio,19
9151,Tracy,Lal,9-9-1948,Casado(a),Feminino,Ensino Fundamental,5
9152,Clifford,Martinez,12-8-1948,Casado(a),Masculino,Ensino Fundamental,11
9153,Wesley,Hu,6-15-1977,Solteiro(a),Masculino,Ensino Fundamental,21
9154,Lucas,Walker,11-22-1977,Casado(a),Masculino,Pós-graduação,23
9155,Christopher,Lee,10-10-1977,Solteiro(a),Masculino,Pós-graduação,31
9156,Richard,Peterson,2-6-1977,Solteiro(a),Masculino,Pós-graduação,13
9157,Gabrielle,Brooks,10-24-1977,Solteiro(a),Feminino,Pós-graduação,25
9158,Nathan,Parker,3-7-1977,Casado(a),Masculino,Pós-graduação,18
9159,Carolyn,Gill,12-26-1949,Casado(a),Feminino,Ensino Fundamental,9
9160,Gerald,Patel,11-22-1950,Casado(a),Masculino,Ensino Fundamental,22
9161,Ashlee,Chande,5-26-1950,Casado(a),Feminino,Ensino Fundamental,16
9162,Tony,Natsuhara,9-7-1950,Solteiro(a),Masculino,Pós-graduação,7
9163,Pedro,Rubio,1-16-1950,Solteiro(a),Masculino,Pós-graduação,13
9164,Kristi,Suarez,11-5-1951,Solteiro(a),Feminino,Ensino Médio,23
9165,Christy,Raje,5-18-1952,Casado(a),Feminino,Ensino Médio,15
9166,Barbara,Lal,12-18-1952,Casado(a),Feminino,Ensino Médio,23
9167,Barbara,Zeng,7-6-1952,Casado(a),Feminino,Ensino Médio,12
9168,Dwayne,Moreno,2-12-1953,Casado(a),Masculino,Pós-graduação,12
9169,Isabelle,Long,12-7-1953,Casado(a),Feminino,Pós-graduação,6
9170,Karl,Andersen,2-14-1954,Solteiro(a),Masculino,Ensino Fundamental,27
9171,Kathryn,Yuan,9-17-1954,Casado(a),Feminino,Pós-graduação,17
9172,Michele,Kumar,11-9-1954,Casado(a),Feminino,Pós-graduação,30
9173,Savannah,Wright,12-19-1975,Solteiro(a),Feminino,Pós-graduação,10
9174,Lauren,Hughes,12-1-1975,Solteiro(a),Feminino,Ensino Médio,27
9175,Mackenzie,Gonzalez,9-26-1975,Solteiro(a),Feminino,Pós-graduação,16
9176,Sara,Wright,1-17-1975,Solteiro(a),Feminino,Pós-graduação,21
9177,James,Butler,12-1-1974,Solteiro(a),Masculino,Ensino Médio,15
9178,Elijah,Powell,10-9-1973,Solteiro(a),Masculino,Pós-graduação,22
9179,Caroline,Washington,10-18-1973,Solteiro(a),Feminino,Pós-graduação,12
9180,Stephanie,Nicholls,7-17-1976,Solteiro(a),Feminino,Pós-graduação,1
9181,Jerome,Vazquez,3-22-1955,Solteiro(a),Masculino,Ensino Médio,15
9182,Bruce,Sanz,2-25-1955,Casado(a),Masculino,Ensino Médio,24
9183,Monique,Moreno,2-10-1956,Casado(a),Feminino,Ensino Médio,11
9184,Gilbert,Zhao,3-11-1957,Solteiro(a),Masculino,Ensino Médio,20
9185,Javier,Browning,12-15-1957,Solteiro(a),Masculino,Ensino Médio,10
9186,Danny,Ramos,3-7-1957,Casado(a),Masculino,Ensino Médio,16
9187,Colleen,Zhou,7-24-1959,Solteiro(a),Feminino,Mestrado,9
9188,Zoe,Kelly,9-2-1959,Solteiro(a),Feminino,Mestrado,23
9189,Cameron,Wang,1-15-1973,Solteiro(a),Masculino,Mestrado,11
9190,Madeline,Scott,11-21-1973,Solteiro(a),Feminino,Mestrado,6
9191,Carolyn,Van,6-7-1974,Casado(a),Feminino,Pós-graduação,15
9192,Haley,Hughes,9-9-1974,Casado(a),Feminino,Ensino Médio,27
9193,Dylan,Jai,11-27-1959,Casado(a),Masculino,Mestrado,13
9194,Misty,Ashe,10-4-1959,Casado(a),Feminino,Mestrado,2
9195,Lauren,Russell,7-8-1966,Solteiro(a),Feminino,Mestrado,27
9196,Caitlin,Peterson,2-2-1957,Casado(a),Feminino,Ensino Fundamental,12
9197,Anthony,Lee,9-11-1957,Casado(a),Masculino,Ensino Fundamental,23
9198,Alexis,White,12-11-1957,Casado(a),Feminino,Ensino Médio,11
9199,Alyssa,Robinson,4-1-1957,Casado(a),Feminino,Ensino Médio,20
9200,Dylan,Clark,3-3-1957,Casado(a),Masculino,Pós-graduação,13
9201,Stephanie,Peterson,4-21-1957,Solteiro(a),Feminino,Mestrado,30
9202,Chloe,Sanders,10-23-1957,Casado(a),Feminino,Mestrado,30
9203,Angela,Peterson,8-26-1957,Solteiro(a),Feminino,Pós-graduação,25
9204,Christian,Yang,6-16-1956,Solteiro(a),Masculino,Ensino Médio,21
9205,Tyler,Lee,8-21-1956,Casado(a),Masculino,Ensino Médio,17
9206,Katherine,Long,10-5-1956,Casado(a),Feminino,Pós-graduação,2
9207,Cara,Wu,7-1-1956,Solteiro(a),Feminino,Pós-graduação,20
9208,Jada,Phillips,3-25-1972,Casado(a),Feminino,Mestrado,2
9209,Zachary,Alexander,5-2-1972,Casado(a),Masculino,Mestrado,18
9210,Nichole,Xie,9-24-1972,Casado(a),Feminino,Ensino Superior,17
9211,Sarah,Clark,8-18-1972,Solteiro(a),Feminino,Ensino Superior,19
9212,Wyatt,Smith,1-9-1970,Casado(a),Masculino,Mestrado,7
9213,Nathan,Ross,7-27-1970,Casado(a),Masculino,Mestrado,20
9214,Brandi,Rubio,12-27-1970,Casado(a),Feminino,Mestrado,4
9215,Gabriella,Allen,6-21-1970,Casado(a),Feminino,Mestrado,21
9216,Michael,Brown,7-8-1970,Casado(a),Masculino,Mestrado,28
9217,Michelle,Howard,3-5-1970,Casado(a),Feminino,Mestrado,24
9218,Jenna,Hill,2-15-1969,Casado(a),Feminino,Mestrado,26
9219,Connor,Phillips,9-27-1969,Casado(a),Masculino,Mestrado,29
9220,Victoria,Hall,5-4-1969,Casado(a),Feminino,Mestrado,16
9221,Samantha,Barnes,6-7-1969,Casado(a),Feminino,Ensino Superior,18
9222,Valerie,Gao,5-11-1971,Casado(a),Feminino,Ensino Superior,3
9223,Ana,Patterson,8-11-1971,Casado(a),Feminino,Ensino Superior,2
9224,Dalton,Phillips,1-2-1971,Casado(a),Masculino,Ensino Superior,27
9225,Aimee,Huang,1-13-1971,Casado(a),Feminino,Ensino Superior,8
